measure_name,location,location_name,sex_name,age_name,metric_name,year,val,lower,upper
Prevalence,7,Democratic People's Republic of Korea,Male,All ages,Number,2007,5002504.117305911,4610192.715463246,5407492.452609276
Prevalence,7,Democratic People's Republic of Korea,Female,All ages,Number,2007,5248472.124361572,4860067.484956377,5619115.164407529
Prevalence,7,Democratic People's Republic of Korea,Both,All ages,Number,2007,10250976.241667485,9475539.037435194,10970747.960120335
Prevalence,7,Democratic People's Republic of Korea,Male,All ages,Rate,2007,41124.3246250942,37899.23153867567,44453.63158413805
Prevalence,7,Democratic People's Republic of Korea,Female,All ages,Rate,2007,41186.43650409356,38138.50128795609,44094.99077909485
Prevalence,7,Democratic People's Republic of Korea,Both,All ages,Rate,2007,41156.10231742433,38042.84050062296,44045.87571963208
Prevalence,7,Democratic People's Republic of Korea,Male,Age-standardized,Rate,2007,40125.75436749564,36973.08550405399,43405.10310815729
Prevalence,7,Democratic People's Republic of Korea,Female,Age-standardized,Rate,2007,39385.17382638611,36050.687871096336,42353.94578315807
Prevalence,7,Democratic People's Republic of Korea,Both,Age-standardized,Rate,2007,39707.1021845952,36636.40288085366,42611.86493946216
Prevalence,7,Democratic People's Republic of Korea,Male,<20 years,Number,2007,1023534.2270118742,800007.3790388184,1253965.8335641646
Prevalence,7,Democratic People's Republic of Korea,Female,<20 years,Number,2007,981837.6994021728,765544.7899110143,1190261.3428882963
Prevalence,7,Democratic People's Republic of Korea,Both,<20 years,Number,2007,2005371.9264140453,1557014.138591416,2425412.44392761
Prevalence,7,Democratic People's Republic of Korea,Male,<20 years,Rate,2007,24452.99584379967,19112.77278118647,29958.178737148923
Prevalence,7,Democratic People's Republic of Korea,Female,<20 years,Rate,2007,24539.91737301452,19133.92193149319,29749.22945468177
Prevalence,7,Democratic People's Republic of Korea,Both,<20 years,Rate,2007,24495.47588369893,19018.81729771936,29626.24102078178
Prevalence,7,Democratic People's Republic of Korea,Male,55+ years,Number,2007,840454.1800606945,739979.1056837142,922719.4768992532
Prevalence,7,Democratic People's Republic of Korea,Female,55+ years,Number,2007,1223579.879077223,1073532.3516807836,1370860.500490732
Prevalence,7,Democratic People's Republic of Korea,Both,55+ years,Number,2007,2064034.059137916,1827377.5745732207,2285169.9717677203
Prevalence,7,Democratic People's Republic of Korea,Male,55+ years,Rate,2007,51580.88447070507,45414.46478170991,56629.72219779151
Prevalence,7,Democratic People's Republic of Korea,Female,55+ years,Rate,2007,49574.9315315544,43495.56064261222,55542.19762292396
Prevalence,7,Democratic People's Republic of Korea,Both,55+ years,Rate,2007,50372.60201574534,44597.01761652189,55769.40797879337
Prevalence,7,Democratic People's Republic of Korea,Male,20-54 years,Number,2007,3138515.710233339,2821586.974408516,3399366.061551623
Prevalence,7,Democratic People's Republic of Korea,Female,20-54 years,Number,2007,3043054.545882177,2720968.391812362,3329828.316612341
Prevalence,7,Democratic People's Republic of Korea,Both,20-54 years,Number,2007,6181570.256115516,5545406.970829705,6723513.814295256
Prevalence,7,Democratic People's Republic of Korea,Male,20-54 years,Rate,2007,49431.426256547136,44439.81847761369,53539.80298480171
Prevalence,7,Democratic People's Republic of Korea,Female,20-54 years,Rate,2007,48501.99821967085,43368.39912187811,53072.76772369579
Prevalence,7,Democratic People's Republic of Korea,Both,20-54 years,Rate,2007,48969.47883505857,43929.88804441353,53262.67498142991
Prevalence,66,Brunei Darussalam,Male,All ages,Number,2007,61836.83509635505,54359.60262545502,69091.09193399388
Prevalence,66,Brunei Darussalam,Female,All ages,Number,2007,57762.01597611283,50103.67731301575,64732.30534015073
Prevalence,66,Brunei Darussalam,Both,All ages,Number,2007,119598.85107246786,103910.34604454448,134585.10513271665
Prevalence,66,Brunei Darussalam,Male,All ages,Rate,2007,31791.242855834334,27947.08567991306,35520.76491990203
Prevalence,66,Brunei Darussalam,Female,All ages,Rate,2007,31030.604168437647,26916.4320498488,34775.14608824146
Prevalence,66,Brunei Darussalam,Both,All ages,Rate,2007,31419.27985693264,27297.82278950189,35356.25170995441
Prevalence,66,Brunei Darussalam,Male,Age-standardized,Rate,2007,31431.08756083952,27977.13872398235,34933.37121105696
Prevalence,66,Brunei Darussalam,Female,Age-standardized,Rate,2007,30757.56855465447,27317.37342234797,34350.96522495152
