measure_name,location,location_name,sex_name,age_name,metric_name,year,val,lower,upper
Prevalence,84,Ireland,Male,All ages,Number,2009,158155.8915973314,135194.25617310428,183522.37790053565
Prevalence,84,Ireland,Female,All ages,Number,2009,151712.2351114912,129839.64417197109,176988.04768049822
Prevalence,84,Ireland,Both,All ages,Number,2009,309868.1267088226,266610.5608442149,359777.99602591206
Prevalence,84,Ireland,Male,All ages,Rate,2009,6945.67120101289,5937.27392738958,8059.681381775741
Prevalence,84,Ireland,Female,All ages,Rate,2009,6616.251597779919,5662.3762254684,7718.54328290329
Prevalence,84,Ireland,Both,All ages,Rate,2009,6780.38541443178,5833.8441493864,7872.48918627851
Prevalence,84,Ireland,Male,Age-standardized,Rate,2009,6344.66294062796,5447.78961062917,7313.125912302181
Prevalence,84,Ireland,Female,Age-standardized,Rate,2009,6034.944715475421,5177.38070103865,7033.640476840281
Prevalence,84,Ireland,Both,Age-standardized,Rate,2009,6188.92069562099,5338.2145766455305,7134.445892967809
Prevalence,84,Ireland,Male,<20 years,Number,2009,16325.182326593607,12214.204609999591,20912.15940856449
Prevalence,84,Ireland,Female,<20 years,Number,2009,14991.847528784298,10999.018422558414,18907.36086148777
Prevalence,84,Ireland,Both,<20 years,Number,2009,31317.02985537793,23142.81231537941,39569.18536883099
Prevalence,84,Ireland,Male,<20 years,Rate,2009,2539.7964069690497,1900.22949587079,3253.417099135
Prevalence,84,Ireland,Female,<20 years,Rate,2009,2443.59249713542,1792.78229995429,3081.80062884551
Prevalence,84,Ireland,Both,<20 years,Rate,2009,2492.81472811851,1842.1524536738,3149.6808133653403
Prevalence,84,Ireland,Male,55+ years,Number,2009,37461.20773182774,29673.409628884983,46680.20318123158
Prevalence,84,Ireland,Female,55+ years,Number,2009,37828.61676536845,30250.03967695505,47367.534152287495
Prevalence,84,Ireland,Both,55+ years,Number,2009,75289.82449719623,59911.50871405483,94217.42049914946
Prevalence,84,Ireland,Male,55+ years,Rate,2009,8236.04439074309,6523.855842494921,10262.88923522574
Prevalence,84,Ireland,Female,55+ years,Rate,2009,7540.78081374424,6030.0623791196895,9442.274745212071
Prevalence,84,Ireland,Both,55+ years,Rate,2009,7871.40017440972,6263.62809702821,9850.24238138658
Prevalence,84,Ireland,Male,20-54 years,Number,2009,104369.50153891,82886.2086969054,128163.81995482734
Prevalence,84,Ireland,Female,20-54 years,Number,2009,98891.7708173384,80379.85533952768,122389.98039175312
Prevalence,84,Ireland,Both,20-54 years,Number,2009,203261.2723562486,163531.61449056363,250836.6876664589
Prevalence,84,Ireland,Male,20-54 years,Rate,2009,8849.20235545508,7027.69317109317,10866.65702820816
Prevalence,84,Ireland,Female,20-54 years,Rate,2009,8395.93167610649,6824.266245697309,10390.934500578369
Prevalence,84,Ireland,Both,20-54 years,Rate,2009,8622.717888318,6937.31255948206,10640.95471171304
Prevalence,48,Hungary,Male,All ages,Number,2009,900497.9087208726,783434.4772525361,1042869.399566376
Prevalence,48,Hungary,Female,All ages,Number,2009,925596.8440405568,796794.9522754337,1052321.7877441875
Prevalence,48,Hungary,Both,All ages,Number,2009,1826094.752761432,1587193.250828138,2076825.1039227329
Prevalence,48,Hungary,Male,All ages,Rate,2009,18976.146835337728,16509.27507130766,21976.3340531935
Prevalence,48,Hungary,Female,All ages,Rate,2009,17623.401905179508,15171.00859880742,20036.25003520456
Prevalence,48,Hungary,Both,All ages,Rate,2009,18265.49611785111,15875.88602258491,20773.42416968892
Prevalence,48,Hungary,Male,Age-standardized,Rate,2009,16895.13533678545,14615.6894543087,19332.46424061256
Prevalence,48,Hungary,Female,Age-standardized,Rate,2009,15670.55608056654,13528.95078098061,17794.31972226889
Prevalence,48,Hungary,Both,Age-standardized,Rate,2009,16265.90327823167,14155.88328162908,18455.79003175319
Prevalence,48,Hungary,Male,<20 years,Number,2009,106705.22159764764,83257.92885174963,134756.8984377736
Prevalence,48,Hungary,Female,<20 years,Number,2009,93425.6622785451,73360.31187337544,117441.44068249104
Prevalence,48,Hungary,Both,<20 years,Number,2009,200130.88387619285,156496.7309912734,252044.485345949
Prevalence,48,Hungary,Male,<20 years,Rate,2009,9825.07043534835,7666.119830144249,12407.9777819364
Prevalence,48,Hungary,Female,<20 years,Rate,2009,9054.89017309907,7110.14030703059,11382.51869149123
Prevalence,48,Hungary,Both,<20 years,Rate,2009,9449.85024839777,7389.51751767708,11901.1248854882
Prevalence,48,Hungary,Male,55+ years,Number,2009,251743.9257540698,201033.39113858988,311320.0555817951
Prevalence,48,Hungary,Female,55+ years,Number,2009,323795.9024422381,259377.8780249139,400567.0625729511
Prevalence,48,Hungary,Both,55+ years,Number,2009,575539.828196308,462296.5587261199,703393.1369455892
Prevalence,48,Hungary,Male,55+ years,Rate,2009,20771.53521098071,16587.38001367871,25687.19573682578
Prevalence,48,Hungary,Female,55+ years,Rate,2009,18287.42254624503,14649.20593130784,22623.32251930367
Prevalence,48,Hungary,Both,55+ years,Rate,2009,19296.84416082915,15499.99533096218,23583.54206341072
Prevalence,48,Hungary,Male,20-54 years,Number,2009,542048.761369156,447554.7308180864,658596.9327276954
Prevalence,48,Hungary,Female,20-54 years,Number,2009,508375.2793197735,416596.6720441229,610268.4408933753
Prevalence,48,Hungary,Both,20-54 years,Number,2009,1050424.0406889303,864035.1982969923,1271779.2142078322
Prevalence,48,Hungary,Male,20-54 years,Rate,2009,22147.90824989467,18286.91774874209,26910.022638684823
Prevalence,48,Hungary,Female,20-54 years,Rate,2009,20752.33360244051,17005.84876490053,24911.70359307432
Prevalence,48,Hungary,Both,20-54 years,Rate,2009,21449.7900689775,17643.70663443932,25969.89035109643
Prevalence,7,Democratic People's Republic of Korea,Male,All ages,Number,2009,4978159.318617169,4538010.34449506,5398605.171337086
Prevalence,7,Democratic People's Republic of Korea,Female,All ages,Number,2009,5161098.6794535015,4712026.026220334,5606492.338858843
Prevalence,7,Democratic People's Republic of Korea,Both,All ages,Number,2009,10139257.998070665,9315572.668669673,10918048.732778711
Prevalence,7,Democratic People's Republic of Korea,Male,All ages,Rate,2009,40441.36374363775,36865.69980349576,43856.96428513936
Prevalence,7,Democratic People's Republic of Korea,Female,All ages,Rate,2009,39980.09997948996,36501.389206957705,43430.31167649671
Prevalence,7,Democratic People's Republic of Korea,Both,All ages,Rate,2009,40205.24840469842,36939.08501461854,43293.3910429637
Prevalence,7,Democratic People's Republic of Korea,Male,Age-standardized,Rate,2009,39048.49811986722,35650.36092624906,42376.00917549978
Prevalence,7,Democratic People's Republic of Korea,Female,Age-standardized,Rate,2009,37861.63667709398,34567.72788947052,41167.65787677204
Prevalence,7,Democratic People's Republic of Korea,Both,Age-standardized,Rate,2009,38394.77518026691,35222.88752891986,41430.120286935526
Prevalence,7,Democratic People's Republic of Korea,Male,<20 years,Number,2009,962771.423128246,737023.0802345636,1198317.8401512746
Prevalence,7,Democratic People's Republic of Korea,Female,<20 years,Number,2009,911911.4211539456,709492.8409259898,1130780.914561243
Prevalence,7,Democratic People's Republic of Korea,Both,<20 years,Number,2009,1874682.844282192,1446477.5935678368,2333037.153046531
Prevalence,7,Democratic People's Republic of Korea,Male,<20 years,Rate,2009,23432.37347020737,17938.00652714058,29165.21044548764
Prevalence,7,Democratic People's Republic of Korea,Female,<20 years,Rate,2009,23223.835651296933,18068.80005142005,28797.830039415912
Prevalence,7,Democratic People's Republic of Korea,Both,<20 years,Rate,2009,23330.46760729779,18001.44421460156,29034.69666444602
Prevalence,7,Democratic People's Republic of Korea,Male,55+ years,Number,2009,850270.4374934,738753.7424337991,938044.4169597258
Prevalence,7,Democratic People's Republic of Korea,Female,55+ years,Number,2009,1212120.2135982823,1053409.5535702372,1379536.0876661842
Prevalence,7,Democratic People's Republic of Korea,Both,55+ years,Number,2009,2062390.651091684,1814430.289410674,2311427.4960432025
