measure_name,location,location_name,sex_name,age_name,metric_name,year,val,lower,upper
Prevalence,34,Azerbaijan,Male,Age-standardized,Rate,2022,18911.844221893734,16374.36053022788,21800.49708476065
Prevalence,34,Azerbaijan,Female,Age-standardized,Rate,2022,17445.742912038502,14969.295290474747,20002.21918394875
Prevalence,34,Azerbaijan,Both,Age-standardized,Rate,2022,18169.80192183755,15675.64758437208,20778.05146539892
Prevalence,34,Azerbaijan,Male,<20 years,Number,2022,177775.52382849605,136133.46342907497,228138.6288405743
Prevalence,34,Azerbaijan,Female,<20 years,Number,2022,144055.56104152795,108564.0253666816,181718.3383395444
Prevalence,34,Azerbaijan,Both,<20 years,Number,2022,321831.08487002406,246074.4773371548,412129.7670367413
Prevalence,34,Azerbaijan,Male,<20 years,Rate,2022,10739.86797810842,8224.16603334772,13782.430233861587
Prevalence,34,Azerbaijan,Female,<20 years,Rate,2022,9922.4638052903,7477.82733598863,12516.654142993038
Prevalence,34,Azerbaijan,Both,<20 years,Rate,2022,10357.9304300123,7919.751809832989,13264.13654798996
Prevalence,34,Azerbaijan,Male,55+ years,Number,2022,225291.72435438892,173534.1166915872,288930.02849670075
Prevalence,34,Azerbaijan,Female,55+ years,Number,2022,245377.6039211202,189202.2005472224,314068.09482377674
Prevalence,34,Azerbaijan,Both,55+ years,Number,2022,470669.3282755095,363147.52270198753,599752.2731900528
Prevalence,34,Azerbaijan,Male,55+ years,Rate,2022,24483.26858387376,18858.581688256552,31399.073844823277
Prevalence,34,Azerbaijan,Female,55+ years,Rate,2022,22188.88992396308,17109.08711401167,28400.40115035841
Prevalence,34,Azerbaijan,Both,55+ years,Rate,2022,23230.94812020231,17923.96647297918,29602.12851451382
Prevalence,34,Azerbaijan,Male,20-54 years,Number,2022,646742.1891578527,522916.7974030691,781289.0627541476
Prevalence,34,Azerbaijan,Female,20-54 years,Number,2022,609216.878299315,495008.6861050234,743412.8898661502
Prevalence,34,Azerbaijan,Both,20-54 years,Number,2022,1255959.0674571686,1021336.506189118,1539101.9168008687
Prevalence,34,Azerbaijan,Male,20-54 years,Rate,2022,24511.841443306203,19818.799269421168,29611.23295908064
Prevalence,34,Azerbaijan,Female,20-54 years,Rate,2022,22633.125911270043,18390.15680436038,27618.666093710908
Prevalence,34,Azerbaijan,Both,20-54 years,Rate,2022,23563.10528786417,19161.340726173188,28875.16118479651
Prevalence,8,Taiwan,Male,Age-standardized,Rate,2022,29749.034329371647,26408.91573508068,33352.89133541537
Prevalence,8,Taiwan,Female,Age-standardized,Rate,2022,28451.85207317834,25195.40470877661,31937.48698126488
Prevalence,8,Taiwan,Both,Age-standardized,Rate,2022,29081.34486799324,25854.9625471587,32562.13235492356
Prevalence,8,Taiwan,Male,<20 years,Number,2022,303591.4799208441,229192.54515207745,391030.13579874655
Prevalence,8,Taiwan,Female,<20 years,Number,2022,284745.78270355216,213859.45972570035,359450.8551588882
Prevalence,8,Taiwan,Both,<20 years,Number,2022,588337.262624396,451813.9089667812,750213.8619324119
Prevalence,8,Taiwan,Male,<20 years,Rate,2022,15044.14901942191,11357.38988560365,19377.07749761271
Prevalence,8,Taiwan,Female,<20 years,Rate,2022,15279.59666440198,11475.80222769304,19288.30704832657
Prevalence,8,Taiwan,Both,<20 years,Rate,2022,15157.18899931462,11639.97123041422,19327.57623491681
Prevalence,8,Taiwan,Male,55+ years,Number,2022,1454641.0890731632,1187297.8080020947,1726936.9292145038
Prevalence,8,Taiwan,Female,55+ years,Number,2022,1502426.920108481,1227415.2391955438,1801268.0780417111
Prevalence,8,Taiwan,Both,55+ years,Number,2022,2957068.009181644,2458448.9788003047,3528544.197644823
Prevalence,8,Taiwan,Male,55+ years,Rate,2022,40802.13156306965,33303.253792667434,48439.92673947471
Prevalence,8,Taiwan,Female,55+ years,Rate,2022,37136.2690362343,30338.6620220093,44522.88165051499
Prevalence,8,Taiwan,Both,55+ years,Rate,2022,38853.45572263289,32302.00937130433,46362.18555774343
Prevalence,8,Taiwan,Male,20-54 years,Number,2022,2328462.466854415,1973680.159421484,2710597.7377595594
Prevalence,8,Taiwan,Female,20-54 years,Number,2022,2196302.1141009605,1808065.182966268,2598464.9654464964
Prevalence,8,Taiwan,Both,20-54 years,Number,2022,4524764.580955378,3800822.93444997,5304837.286682129
Prevalence,8,Taiwan,Male,20-54 years,Rate,2022,39170.93266111444,33202.55048977364,45599.46443997693
Prevalence,8,Taiwan,Female,20-54 years,Rate,2022,37397.30284075609,30786.639401335247,44245.0884193022
Prevalence,8,Taiwan,Both,20-54 years,Rate,2022,38289.48145366461,32163.33947401901,44890.61591359882
Prevalence,55,Slovenia,Male,Age-standardized,Rate,2022,9579.8780401934,8246.47138849139,10867.539158751011
Prevalence,55,Slovenia,Female,Age-standardized,Rate,2022,8823.61039302917,7591.306270297429,10181.55614725985
Prevalence,55,Slovenia,Both,Age-standardized,Rate,2022,9213.54093580293,7913.09788676747,10481.3791608714
Prevalence,55,Slovenia,Male,<20 years,Number,2022,11597.791750622166,8832.070150512498,14703.06028084175
Prevalence,55,Slovenia,Female,<20 years,Number,2022,10032.011619134975,7563.40964713799,12769.997615131591
Prevalence,55,Slovenia,Both,<20 years,Number,2022,21629.803369757134,16398.882649549036,27427.88649836096
Prevalence,55,Slovenia,Male,<20 years,Rate,2022,5441.474131762499,4143.84757782423,6898.40996426351
Prevalence,55,Slovenia,Female,<20 years,Rate,2022,5000.974855219461,3770.3725734243903,6365.86553116375
Prevalence,55,Slovenia,Both,<20 years,Rate,2022,5227.8978238554,3963.5904890891297,6629.287640137441
Prevalence,55,Slovenia,Male,55+ years,Number,2022,39181.69701047892,30963.28901985079,49602.15517149133
Prevalence,55,Slovenia,Female,55+ years,Number,2022,40222.52571667844,32855.51970730462,50072.18449912013
Prevalence,55,Slovenia,Both,55+ years,Number,2022,79404.22272715734,64019.17099896636,99730.77937354366
Prevalence,55,Slovenia,Male,55+ years,Rate,2022,11471.59012637188,9065.41032424206,14522.48465297118
Prevalence,55,Slovenia,Female,55+ years,Rate,2022,10058.098698393029,8215.89530033015,12521.11757684732
Prevalence,55,Slovenia,Both,55+ years,Rate,2022,10709.22820095921,8634.250017407161,13450.66595060958
Prevalence,55,Slovenia,Male,20-54 years,Number,2022,64940.24554837814,52523.235954789576,78622.09791967177
Prevalence,55,Slovenia,Female,20-54 years,Number,2022,53748.98639003388,43801.07061286126,65669.49718209113
Prevalence,55,Slovenia,Both,20-54 years,Number,2022,118689.23193841198,96559.17434194412,143398.86148168365
Prevalence,55,Slovenia,Male,20-54 years,Rate,2022,12871.3569260613,10410.26733387085,15583.142257230207
Prevalence,55,Slovenia,Female,20-54 years,Rate,2022,11945.92522935576,9734.9615248557,14595.30599319559
Prevalence,55,Slovenia,Both,20-54 years,Rate,2022,12435.10923436167,10116.53593937574,15023.94511688415
Prevalence,6,China,Male,Age-standardized,Rate,2022,31735.56293605422,28807.20444725029,34805.75649765745
Prevalence,6,China,Female,Age-standardized,Rate,2022,29556.73733862038,26665.41850275041,32803.16791152038
Prevalence,6,China,Both,Age-standardized,Rate,2022,30666.48553894222,27782.92048494308,33838.51039827297
Prevalence,6,China,Male,<20 years,Number,2022,29798784.82872124,23702758.938669585,36755954.59950352
Prevalence,6,China,Female,<20 years,Number,2022,25104975.849818755,19636027.309782468,31454156.19195447
Prevalence,6,China,Both,<20 years,Number,2022,54903760.67854001,43348221.01614334,68172584.5278337
Prevalence,6,China,Male,<20 years,Rate,2022,16720.34887694282,13299.81746163835,20624.07536888624
Prevalence,6,China,Female,<20 years,Rate,2022,16099.85764805626,12592.61296852135,20171.59626679547
Prevalence,6,China,Both,<20 years,Rate,2022,16430.79466013172,12972.6217220062,20401.69423704211
Prevalence,6,China,Male,55+ years,Number,2022,82218197.12513982,71423991.24472494,93762603.72894064
Prevalence,6,China,Female,55+ years,Number,2022,78545570.14003967,67346225.15510795,91129564.33946922
Prevalence,6,China,Both,55+ years,Number,2022,160763767.26517957,139391352.07230446,184926623.77231523
Prevalence,6,China,Male,55+ years,Rate,2022,42349.17566471599,36789.26633837751,48295.50044808658
Prevalence,6,China,Female,55+ years,Rate,2022,38196.54452183697,32750.32675844599,44316.11426770637
Prevalence,6,China,Both,55+ years,Rate,2022,40213.17601424218,34867.11633536639,46257.23194959213
Prevalence,6,China,Male,20-54 years,Number,2022,147703455.04984638,129078685.1235898,165685947.63253024
Prevalence,6,China,Female,20-54 years,Number,2022,128603590.41279244,110642161.6035502,147110396.34933406
Prevalence,6,China,Both,20-54 years,Number,2022,276307045.4626389,239446190.8962761,312925955.8680444
Prevalence,6,China,Male,20-54 years,Rate,2022,41050.76873436028,35874.443490543854,46048.58780385993
Prevalence,6,China,Female,20-54 years,Rate,2022,38228.77400266463,32889.54979819664,43730.11731188572
Prevalence,6,China,Both,20-54 years,Rate,2022,39687.19882229737,34392.7118088172,44946.9343295186
Prevalence,23,Kiribati,Male,Age-standardized,Rate,2022,42689.92404541992,39403.65009505268,45608.32812780079
Prevalence,23,Kiribati,Female,Age-standardized,Rate,2022,41819.9149724945,38542.93987828774,44846.95218952076
Prevalence,23,Kiribati,Both,Age-standardized,Rate,2022,42232.84678544656,39215.88080000392,45060.6543263453
Prevalence,23,Kiribati,Male,<20 years,Number,2022,7999.99396311608,6438.728945133197,9581.879140524195
Prevalence,23,Kiribati,Female,<20 years,Number,2022,7332.823912558681,5823.110474667797,8936.21559095404
