measure_name,location,location_name,sex_name,age_name,metric_name,year,val,lower,upper
Prevalence,80,France,Male,All ages,Number,2006,2450546.1150107,2121548.724879119,2852956.0457858285
Prevalence,80,France,Female,All ages,Number,2006,2471727.90927396,2121482.2244660216,2843823.773108412
Prevalence,80,France,Both,All ages,Number,2006,4922274.024284656,4240478.158364154,5673403.271972474
Prevalence,80,France,Male,All ages,Rate,2006,8027.087857263709,6949.4133996316,9345.23479976812
Prevalence,80,France,Female,All ages,Rate,2006,7629.80159458084,6548.653028666219,8778.39792857415
Prevalence,80,France,Both,All ages,Rate,2006,7822.55008102235,6739.03009008234,9016.25569927315
Prevalence,80,France,Male,Age-standardized,Rate,2006,7228.458231286399,6227.04592485197,8404.97663850086
Prevalence,80,France,Female,Age-standardized,Rate,2006,6840.80598442204,5824.90067953381,7889.239307393719
Prevalence,80,France,Both,Age-standardized,Rate,2006,7030.10259461658,6018.219283239539,8146.240388402221
Prevalence,80,France,Male,<20 years,Number,2006,240880.1431886759,185728.1042738204,303748.6508953651
Prevalence,80,France,Female,<20 years,Number,2006,218134.1597111868,160023.7935242036,275005.03095873626
Prevalence,80,France,Both,<20 years,Number,2006,459014.3028998622,349540.8693359167,573796.5123376985
Prevalence,80,France,Male,<20 years,Rate,2006,2986.6414633057498,2302.81852950776,3766.13988674318
Prevalence,80,France,Female,<20 years,Rate,2006,2838.65339871147,2082.44360243082,3578.73322925375
Prevalence,80,France,Both,<20 years,Rate,2006,2914.43660856021,2219.3528596924702,3643.2275657998
Prevalence,80,France,Male,55+ years,Number,2006,701551.106297673,566733.5491937131,865890.7054617328
Prevalence,80,France,Female,55+ years,Number,2006,795753.566673381,652789.9420442326,979300.573801072
Prevalence,80,France,Both,55+ years,Number,2006,1497304.672971055,1221536.241033209,1840911.825128524
Prevalence,80,France,Male,55+ years,Rate,2006,9137.64303262511,7381.65590597403,11278.15222690283
Prevalence,80,France,Female,55+ years,Rate,2006,8234.94213098525,6755.46754869895,10134.398250711907
Prevalence,80,France,Both,55+ years,Rate,2006,8634.61223250534,7044.319008465321,10616.11577867946
Prevalence,80,France,Male,20-54 years,Number,2006,1508114.8655243495,1225960.9494362883,1877206.6505338764
Prevalence,80,France,Female,20-54 years,Number,2006,1457840.182889394,1191072.9110758458,1802159.596186304
Prevalence,80,France,Both,20-54 years,Number,2006,2965955.048413743,2451050.435597568,3679968.655401526
Prevalence,80,France,Male,20-54 years,Rate,2006,10199.88090538393,8291.58041257943,12696.171033088369
Prevalence,80,France,Female,20-54 years,Rate,2006,9687.83993541168,7915.081398729069,11975.95862072879
Prevalence,80,France,Both,20-54 years,Rate,2006,9941.607480838691,8215.69475892155,12334.91516783373
Prevalence,34,Azerbaijan,Male,All ages,Number,2006,1320065.171906514,1155938.3464888695,1502250.7736393693
Prevalence,34,Azerbaijan,Female,All ages,Number,2006,1305218.2107033937,1142696.8621980725,1496482.0755433016
Prevalence,34,Azerbaijan,Both,All ages,Number,2006,2625283.382609907,2308969.8020832734,2987974.2994080647
Prevalence,34,Azerbaijan,Male,All ages,Rate,2006,30115.31764798554,26371.008967476027,34271.6103703746
Prevalence,34,Azerbaijan,Female,All ages,Rate,2006,29036.89122253374,25421.31592700875,33291.894709778106
Prevalence,34,Azerbaijan,Both,All ages,Rate,2006,29569.3225875378,26006.59165975782,33654.41480631109
Prevalence,34,Azerbaijan,Male,Age-standardized,Rate,2006,29862.12033307151,26374.1639556829,33534.068185958335
Prevalence,34,Azerbaijan,Female,Age-standardized,Rate,2006,28114.76663878568,24780.84175024081,31729.54404843301
Prevalence,34,Azerbaijan,Both,Age-standardized,Rate,2006,28966.8551026949,25647.15809718598,32322.43141318384
Prevalence,34,Azerbaijan,Male,<20 years,Number,2006,317218.3517644439,241391.1501062224,404930.4098852959
Prevalence,34,Azerbaijan,Female,<20 years,Number,2006,273916.8265323345,208412.5937061445,349549.8412985805
Prevalence,34,Azerbaijan,Both,<20 years,Number,2006,591135.1782967781,451255.1816473368,742585.7393872638
Prevalence,34,Azerbaijan,Male,<20 years,Rate,2006,18696.14317101418,14227.05678123244,23865.69653175255
Prevalence,34,Azerbaijan,Female,<20 years,Rate,2006,17494.19987270856,13310.6520561069,22324.64090127399
